sira,sure,ayet,metin,hoca
649,4,156,They turned their back to the faith and accused Mary of having committed a great sin.,Bijan Moeinian
650,4,157,"They [proudly] spread a rumor that: ""We killed Jesus, son of Mary. "" For sure they did neither kill Jesus nor crucify him. Their wishful thinking has created so much confusion in account of the lack of [historical] proof for their saying. Know for sure that they did not kill him.",Bijan Moeinian
651,4,158,Indeed not. God raised Jesus unto Him and God is Most Powerful [and can do such a thing] and the Most Wise [in doing so.],Bijan Moeinian
652,4,159,"It is an obligation of all those who believe in the Scripture, to believe in the prophet hood of Jesus before their deaths. Otherwise, Jesus will testify against them on the Day of Judgment.",Bijan Moeinian
653,4,160,"Due to the wrongdoings of [those who chose to call themselves] the ""Jews"" and their persistence in deviation from the straight path, I made some lawful things unlawful for them [and this probably by their own hands, when they dared to change the words of God in the Scriptures and insert what suited them the best. ]",Bijan Moeinian
654,4,161,"After all, they are the ones who loan money to earn interest (in spite of the fact that this was clearly prohibited for them) and devour people’s wealth. Know that I have prepared an awful punishment for those of them who have turned their back to the faith.",Bijan Moeinian
655,4,162,"As to those of them who have devoted themselves to the discovery of the truth, have chosen to believe, believe in what is revealed to you as well as the previous Prophets, worship God on regular basis, engage in charity and believe in God and the Day of Judgment, I will give them a great reward.",Bijan Moeinian
656,4,163,"There is no doubt that I have sent my revelations to you the same way that I revealed them to Noah and the prophets after him such as Abraham, Ishmael, Isaac, Jacob, the Patriarchs, Jesus, Job, Jonah, Aaron and Solomon. As to David, I gave him the Psalms.",Bijan Moeinian
657,4,164,"There are the Prophets that I have told you about and there are the Prophets that I have not told you about. As to Moses, God directly talked to him.",Bijan Moeinian
658,4,165,Prophets have been sent to give good news [about the rewards for their good deeds] and warn people [of the consequences of their evil deeds and their responsibilities. ] They are sent so that people could not justify their wrongdoings by the reason of ignorance. Indeed God is the Most Wise and the Highest in rank.,Bijan Moeinian
659,4,166,"God, hereby, testifies that what you say on His behalf is the true revelation of God, reflecting His Knowledge. The angles also testify for this; but God Himself is enough to be relied upon as witness.",Bijan Moeinian
660,4,167,"Those who have chosen to disbelieve and prevent people [in any manner such as recourse to multi- media in our time] to join the believers, have indeed gone far in darkness [to be saved. ]",Bijan Moeinian
661,4,168,"As to those who disbelieve and do injustice, God will not forgive them nor guide them to the straight path.",Bijan Moeinian
662,4,169,The only path that God will guide them to is the path which leads to the Hell (in which they will live in forever) and this is certainly easy for God to do.,Bijan Moeinian
663,4,170,"O’ mankind! this Prophet has come from God, armed with truth to you. Believing in him is the best decision of yours. If you decide not to believe, know that [you harm none but yourself as God does not need your belief as] everything in the heavens and the earth belongs to God. Know that God knows everything [thus you cannot do mischief in His Kingdom without His knowledge and that] He is the Most Wise.",Bijan Moeinian
664,4,171,"O’ people of the Scripture, do not exaggerate your religion [and make such over-exaggerated statement such is Jesus in son of God or the God Himself re-incarnated] and attribute nothing but the truth to God. The Messiah, Jesus son of Mary, was no more than a Prophet of God and His Command [as he was born without a father and only by the command of God: ""Be"" and he was.] His word was the word of God and his spirit was originated from the Divine source. So believe in God and His Prophets and do not believe in “trinity” as rejecting such concept will be your best decision. Know that God [Who is referred to by Christians as “God the Father”] is the One and Only God. It is beneath His Dignity to have a son [which characterizes the low level forms of lives such as animals.] To God belongs everything which is in the heavens and the earth [including His dearest Prophet Jesus.] God alone suffice to rely upon [and you do not have to beg the others such as Jesus, Holy Spirit or no one else] as Protector [and Provider.]",Bijan Moeinian
665,4,172,"Jesus by no means will regard it as unworthy of him to be the servant of God; nor do the angles who are near to God. The one who is arrogant and resents worshipping the Lord, [he should know that] God [ pretty soon] will gather them all to His court.",Bijan Moeinian
666,4,173,"As to those who believe and do good deeds, God will give them their due rewards and even more out of generosity. To the arrogant ones and those who resent His worship, on the contrary, God will impose a painful punishment and they will find none to help them out and realize that there is only One God.",Bijan Moeinian
667,4,174,O mankind! Here God has sent you His undeniable proof. Indeed I have sent you a radiant beacon.,Bijan Moeinian
668,4,175,Thus those who chose to believe and gather around the beacon of God will soon receive His Grace and Mercy and will be guided to the right path.,Bijan Moeinian
669,4,176,"When they ask you about the division of the inheritance of a childless person, say: ""If the deceased is a man, his sister will get half of the inheritance. If the deceased is a woman, her brother will get all the inheritance. If the deceased man has two sisters, they will inherit two-thirds of the inheritance and if there are more than two brothers and sisters involved, the share of each brother will be twice as much as the share of each sister."" God thus makes His commandments plain so that you do not have any doubt about your duties. God has perfect knowledge over everything [and, therefore, gives you the best instruction.]",Bijan Moeinian
670,5,1,"O’ you who believe, fulfill your obligations toward God (and obey His laws. ) It is lawful for you to eat livestock, except those mentioned herein. It is prohibited to hunt (and eat the hunted animal) while you are performing the pilgrimage to Mecca ceremonies.",Bijan Moeinian
671,5,2,"O’ you who believe, have not disrespect for the rituals established by Lord, nor the sacred months, nor the animals to be offered, nor the garlands marking them, nor the people who head for Mecca seeking purification from God. Once you performed the rituals, then you may start hunting. Do not let your hatred toward those who prevented you of pilgrimage to Mecca lead you to engage in hostility with them. Help each other in righteousness and in acting according to divine laws; do not encourage commitment of sins and disobedience of God. Fear you Lord as He is sever in punishment.",Bijan Moeinian
672,5,3,"Do not eat pork [as it is already strictly ordered in the Bible], blood, the meat of an animal died of itself (including strangled, struck by an object, fallen from a height, pierced by a sharp object, attacked by a wild animal—unless slaughtered by you before its death-- ) and animals sacrificed for other than God. It is also prohibited to you to eat of the meat which is distributed according to the pagan rituals. Today, the disbelievers have given up the idea of exterminating you; do not, therefore, fear them. Instead fear Me (God), Today, I have completed your religion, perfected my blessing upon you and have decreed Islam (submission to God) as your religion. In case of emergency, it will not be sinful to you to eat of the above mentioned food as long as it is necessary to prevent you from death by famine; God is the Most Forgiving, the Most Merciful.",Bijan Moeinian
673,5,4,"People will ask you (Mohammad) about lawful to consume food. Say: ""Lawful for you are all good and pure [not offensive to good taste or universally been regarded as repugnant (such as eating dog or cat) by cultured people] things. you may also eat what trained to hunt dogs and falcons catch for you (as long as they are permitted to eat catches.) You must, however, mention the name of God [saying: “In the name of God..."" as a gesture of asking for permission and that one is not taking it for granted that he is eating something which belongs to God and not  hunting/killing it just for the sake of pleasure.] Keep God always in mind (and do not kill for the sake of pleasure) and know that God will punish you very fast for your wrongdoings (in this case for killing the creatures of God just for the sake of sport.)",Bijan Moeinian
674,5,5,"Today, I declare as lawful for you all pure (non-repugnant) and good (tobacco products, for example, are pure but not good for health) things. You may eat the food prepared by the people of the Scriptures (as long as they do not include those items which are strictly prohibited such as pork); for them, too, it is lawful to eat the food which is prepared by you. As to [the people’s question abut] marriage, marry morally pure believing women; you may also marry morally pure women of the people of the Scriptures. When you marry a woman, you must give them their [agreed upon] dowries and establish a real marital relationship and not a secret relationship just for sexual pleasures. Anyone who rejects faith has nullified all his good deeds and will find himself among the losers in Hereafter.",Bijan Moeinian
675,5,6,"When a believer wants to worship his Lord, he must clean himself up in the following manner [referred to as wuzu in Arabic]: Wash the face. Wash the hands. Wash the arms up to the elbows. Wipe the head. Wash the feet up to the ankles. If, due to sexual orgasm, you were unclean, you must take a full bath [referred to as ghosl in Arabic.] If you had any digestive excersion (urinated, defecated or passed gas), or had sexual contact with a woman and cannot find water (while stranded as a traveler or to weak in account of illness), then cleanse yourself with pure dust in the following manner [known as tayammum in Arabic]: strike you palm on dust and wipe your hands and face with it. This is because God does not want to make life difficult for you [by insisting upon the usage of water]. God wants to make you [get accustomed to be] clean and, thus, complete His blessing upon you; may you show gratitude.",Bijan Moeinian
676,5,7,"Always remember the Lord’s blessing upon you and never forget your covenant with God at the moment that you said: ""I heard [the message] and I submit. "" Keep the Lord constantly with the utmost respect in mind and know that He is aware of your innermost thoughts.",Bijan Moeinian
677,5,8,"O’ you who have chosen to believe, stand out firmly for the cause of God. Be just in giving witness to please God. Never let your hard feelings against a party prevent you from testifying the truth. Be fair as justice is a part of righteousness. Keep God with the utmost respect in mind and know that He is fully aware of what you do.",Bijan Moeinian
678,5,9,"God, hereby, promises to those who choose to believe, and adopt a righteous life, to forgive their errors and give them a great reward.",Bijan Moeinian
679,5,10,"As to those who chose to disbelieve and reject the revelations of God, they will end up in Hell.",Bijan Moeinian
680,5,11,"Remember the most recent favor of God upon you as He restrained the hands of those who wanted to harm you (reference to the Jews who invited Mohammad to a dinner and wanted to poison him. ) Therefore, keep God with the most utmost respect in mind as the believers always put their trust on God alone.",Bijan Moeinian
681,5,12,"God took a solemn covenant from the Israelites and appointed twelve leaders from among them and said: ""I am with you; if you worship God on regular basis, devote a part of your income to charity (as a loan to your Lord) and believe in My Prophets and support them, then I will surely wipe out your sins and admit you into gardens under which rivers flow. Beware that, anyone who chooses to disbelieve after this will not find the right path.""",Bijan Moeinian
682,5,13,"Then they broke their covenant! Therefore, I put a curse on them and made their hearts insensitive to the truth. With a few exception, they are the ones who falsify the words of the Scriptures and disregard some of their commandments. You will be subject to their betrayal every now and then. Forgive them and disregard them as God loves graceful people.",Bijan Moeinian
683,5,14,"As to those who call themselves ""Christians"", I took a similar covenant. but they, too, forgot much of their commandments. That is why [as a punishment] I broke them into different sects who will hate each other till the Day of Resurrection when I will bring to their attention what they were doing in this world.",Bijan Moeinian
684,5,15,"You people who believe in the Scriptures, My Prophet has come to reveal lots of commandments which has been hidden from you and to inform you of My forgiveness for many wrongdoings of yours. Indeed a beacon and a profound Book has come to you from the Lord.",Bijan Moeinian
685,5,16,"This Book will guide those who seek to please the Lord. God will lead them to the path leading to peace by taking them from the darkness, showing them the light and then guide them with His will in the right path.",Bijan Moeinian
686,5,17,"Those who say that Jesus, son of Mary, is God Himself [incarnated], have indeed forged a great lie. If God decides to destroy Jesus, his mother, and all the inhabitants of the earth, who has the power to prevent Him from doing so? To God belongs the Kingdom of the earth and the heavens and whatever is between. He creates whatever He decides [including Jesus] and has power over His realm of creation.",Bijan Moeinian
687,5,18,"Jews and the Christians say: ""We are God’s beloved sons [wishfully thinking that God will not punish the]. "" Reply: “Then how come He punishes you for your sin? You are nothing but ordinary human beings created by God. He forgives whoever He wills and He punishes whoever He wills as to God belongs the Kingdom of the heavens and earth and anything between and to Him all shall return. (Confirmation of the theory of the contraction of the universe.",Bijan Moeinian
688,5,19,"O’ those who believe in the Scriptures; now you do not have any excuse and cannot say that: ""No one ever warned us [about the falsified materials our Scriptures and the nature of the Hell] nor gave us any heart warming news [about the heaven. ]"" After a long time of having no Prophet (years after Jesus), now My Prophet has come to you as a Warner and as a bearer of good news. Indeed God has power (and control) over everything.",Bijan Moeinian
689,5,20,"Recite [the true story of Moses] when Moses said to his people: ""O my people, remember how Graceful God has been to you. He chose so many Prophets from people among you, made you kings and gave you what He had never given to the people before you.""",Bijan Moeinian
690,5,21,"""Now enter this holy land (Palestine) the way that God has ordered you (fight your way through) and do not [show cowardice and do not] show your back; otherwise you will become losers. """,Bijan Moeinian
691,5,22,"They replied: ""Moses, there are strong people living there; we never enter to the city unless they leave. If they leave, then we [will listen to God and] will go and live there!""",Bijan Moeinian
692,5,23,"Two God fearing people among them whom God had showered them with His blessings said: ""Just step in through the gate and God will help you to overcome them (you do not even have to fight them. ) If you are true believers, you should put your trust in God.",Bijan Moeinian
693,5,24,"They replied: ""Moses, we will never enter the town [while its inhabitants are there. ] Your and “Your God"" go and fight with them. We are sitting right here!”",Bijan Moeinian
694,5,25,"Moses cried: ""Lord, I am only responsible for myself and my brother (Aaron. ) Please do not count me among these rotten people.""",Bijan Moeinian
695,5,26,"The Lord replied: ""Do not be sorry for these corrupt people, they will be punished by staying homeless and wondering in this desert for some forty years.",Bijan Moeinian
696,5,27,"Now recite the true story of the two sons of Adam. They made offerings to please God. The offering of one was accepted the offering of the other one was rejected. The latter said: ""I will kill you."" The other replied: “[It is not my fault that] God accepts only the offerings of the pious ones.”",Bijan Moeinian
697,5,28,"""Even if you make a plan to kill me, I [will defend myself but] will not come a plan of my own to kill you as I fear [the wrath of] my Lord. """,Bijan Moeinian
698,5,29,"""I prefer that you bear the consequence of your own sin [of killing me] as well as my sin [any possible harming you in defense] rather than end up in the Hell which is the punishment of unjust people. """,Bijan Moeinian
699,5,30,"[Even after this warning, ] He followed his vain desire and killed his brother and became a looser.",Bijan Moeinian
700,5,31,"Then God ordered a crow to scratch the earth, showing him how to hide his brother’s corps [and bringing his ignorant nature to his attention. ] He said: ""Shame on me, I do not even know as much as this bird to bury my brother’s corps."" Then he [buried his brother’s corps and] became very sorry [for what he had done.]",Bijan Moeinian
701,5,32,"Based upon this incidence, I decreed to the children of Israel (and such passages are missing in the existing bibles except a few verses in Thalmud) that: ""Whoever kills a human being (unless the latter being guilty of murder or spreading corruption on earth) should be looked upon as though he has killed the entire humanity and whoever saves a life should be considered as the savior of whole mankind. "" However, in spite of many Prophets which came to them with undeniable miracles, the majority of them chose to disregard the Divine laws.",Bijan Moeinian
702,5,33,"The punishment of those who declare war to God [by not submitting to His laws] and His Prophet and try to spread corruption on earth (where the Lord’s laws are established), is death, crucification, cutting off their alternate hands and feet or deportation (at the discretion of the judge and the severity of their crime. ) These punishments are meant to disgrace them in this world; as to Hereafter, they will be subjected to a harsher punishment.",Bijan Moeinian
703,5,34,Except those who repent before you catch up with them. [This break is given to them so that you] Know that God is Forgiving and Compassionate.,Bijan Moeinian
704,5,35,"O’ you who believe, always keep God with the utmost respect in mind and try to find the means [such as charity, sacrifice, patience, worship,. ..] to [please] him and strive in His way so that you succeed.",Bijan Moeinian
705,5,36,"As to those who chose the disbelief, they can not escape the punishment of the Day of the Resurrection, even though they owned and offered the entire wealth gathered on earth (and/ or the like of it. ) They have to go through a horrible punishment.",Bijan Moeinian
706,5,37,They wish to get out of Hellfire but it will be impossible for them to do so. They have to stay and suffer forever.,Bijan Moeinian
707,5,38,The punishment for the theft (committed by male or female) is cutting their hand off. This is a punishment that they have earned and is decreed upon by the Lord. Know that God is Almighty and the Most Wise [do not challenge it by adopting alternative punishments such as imprisonment.],Bijan Moeinian
708,5,39,"Now if the thief repents [after this punishment] and turns into righteousness, God may accept his repentance (as punishment does not redeem the soul. ) God is Forgiving and Compassionate.",Bijan Moeinian
709,5,40,"Do you not know that the kingdom of the heavens and the earth belongs to the Lord? He may, therefore, punish whoever He wants [and deserved to be punished] and forgive whoever He wants [such as the case in vs. based on His Wisdom] and God has power over everything.",Bijan Moeinian
710,5,41,"O’ My Prophet, do not be upset about those people whose mouths say, ""We believe,"" but there is no belief in their hearts and, consequently, rush toward the disbelief [and engage in kind of activities which does not please the Lord. ] Also, do not be upset about [the attitude of] those Jews who have heard nothing but lies about you. The latter have heard [these lies] from those Jews who have never met you and have presented them a falsified version of your speeches [after all, these are the same people who falsified their own Torah.] They say: “If Mohammad says such and such [to suit their lusts] accept it, otherwise reject it!” You can do nothing to save from God’s punishment a man who has failed the Lord’s trial. They do not deserve that God purify their hearts. They will be humiliated in this world and an awful punishment is waiting for them in the Hereafter.",Bijan Moeinian
711,5,42,"They [and their judges] are accustomed to appreciate listening to the falsehood and devour the forbidden [such as bribe. ] If they bring their cases to you [as the head of the state and them most just man in the Arabian Peninsula], you may judge between them or refuse to do so and they cannot harm you in any manner. If you judge among them, be fair as God loves those who are just.",Bijan Moeinian
712,5,43,Why do they ask you to judge among them while they [call themselves Jews and] have Torah containing the laws of the Lord? They turn away from it [hoping from a judgment on their behalf] for the simple reason that they have no faith.,Bijan Moeinian
713,5,44,"I sent them Torah, which is a beacon and a mean of guidance, so that all their Prophets use it for judgment among those who called themselves ""Jews. "" Likewise, their rabbis and leaders used Torah as the source of reference in their judgments and I asked them all to be the guardians of the Book of God and witnesses to it. Therefore, you Jews should not fear the people and fear me instead and do not falsify My revelations for a small worldly gain. Those who do not judge by the law of the Lord {and replace it by the civil laws, made by their ignorant politicians,} are indeed disbelievers.",Bijan Moeinian
714,5,45,"I decreed in Torah for the Jews: ""Life for life, eye for eye, nose for nose, ear for ear, tooth for tooth and for all wounds equal wounds. However, if the victim forgives his attacker to please God, many of his sins will be forgiven."" Thus those Jews who do not submit to the law of their Lord are indeed unjust people.",Bijan Moeinian
715,5,46,"After all their Prophets, I sent Jesus, son of Mary, to the Jews. He confirmed whatever had still remained intact of the Torah in his time. I strengthened him with the Gospel [which is completely lost] which was a beacon, guidance and confirmation of Torah to warn God-fearing people.",Bijan Moeinian
716,5,47,"Then I ordered to those who believed in the Gospel to use its laws in their judgments. Those who disobey [and use their own ""civilized"" laws] are indeed [disbelievers, unjust and] corrupt.",Bijan Moeinian
717,5,48,"As to you (Mohammad), I have sent this truthful Book which confirms the intact verses of the previous Scriptures and protects the Book of God. Therefore, use this Truth which has come to you as your source of reference in your judgments and do not follow the people’s vain desires. For each nation, I have prescribed a law and a way of life. If I wanted, I would have made you all a single community. But I want to test you according to what I have prescribed for each of you [and promote a competition among you.] Therefore, try to beat each other in doing good deeds. You will all return to God and then He will inform you about what your differences were all about.",Bijan Moeinian
718,5,49,"You (Mohammad) shall rule among them (the citizens of newly established Islamic country) in accordance with the laws sent down to you. Do not follow their wishes; be on your guard that these people do not divert you the least from the Guidance that God has decreed upon you. If they do not submit to the Divine laws, know that God wants to punish them for some of their sins in this manner. Indeed many people are corrupt.",Bijan Moeinian
719,5,50,Is it the laws of the ignorance (pre-Islamic) days that they want to return to? Never mind them as the Lord’s laws are the best for those who have chosen to believe.,Bijan Moeinian
720,5,51,"O’ Believers, do not take the Jews nor the Christians as your [intimate] friends and allies. They support only one another [like Western allies of Israel.] If you intimately befriend them, you will be counted among them [and deprived of God’s Mercy.] Know that God deprives the unjust people from His guidance.",Bijan Moeinian
721,5,52,"You see those [hypocrites] who suffer from the disease [of doubt] are always around them (Jews &amp; Christians. ) They say: ""In case we (the Muslims) are defeated [then we will have a safe harbor.]"" What if God gives you a victory or shower you with His blessings? How can they hide their shame of being hypocrites in that case?",Bijan Moeinian
722,5,53,"The believers will then say: ""Are these the same people who swore by God that they will be with you (Mohammad)?"" Know that all their good deeds are null and they are nothing but the failures.",Bijan Moeinian
723,5,54,"O’ Believers, if you turn away from Islam, God will raise new Muslims, whom He will love Him and they, too, will love Him. They will be kind toward each others and tough in dealing with the disbelievers. They will fight in the cause of God and will not mind the others blaming them the least. Such is God’s blessing; He will shower whoever He wants with as God is the Most Generous and the Most Wise.",Bijan Moeinian
724,5,55,"Your real friends/ allies are God, His Prophet and the believers (who worship the Lord on regular basis, engage in charity and bow down before God. )",Bijan Moeinian
725,5,56,"The one who takes God, His Prophet and the believers as his friends/ allies, should know that the final victory belongs to the party of God.",Bijan Moeinian
726,5,57,"O’ you who believe, do not choose your (intimate) friends among those who take your religion lightly and make fun of it as well as the disbelievers and those of the previous Scriptures. Keep the Lord with the utmost respect in mind, if you are true Believers.",Bijan Moeinian
727,5,58,The latter make a fun of it when you invite the Believers to worship with your chant. This is because they are not capable of understanding.,Bijan Moeinian
728,5,59,"Ask them: ""O you who believe in the Scriptures, why you make fun of us while our only “fault"" is that we believe in God, what is revealed to us and what was revealed to you? The matter of fact is, most of you are corrupt. ”",Bijan Moeinian
729,5,60,"Say to them: ""Let me tell you who are worse than the sinners, as far as God is concerned. They are the ones that God has already condemned them and have been under His wrath. God turned some of them into apes and swines as they started to worship beside the Lord. These idol worshippers are indeed worse than the sinners and are far away from the Right Path.""",Bijan Moeinian
730,5,61,"When they come to you they say: ""We have believed. "" Indeed God knows what they are hiding in their hearts; the fact of the matter is, they come to you as disbelievers and leave you as disbelievers.",Bijan Moeinian
731,5,62,You can see that most of them are rushing toward the sinful acts and wrongdoings and devour what is unlawful to them (such as interest. That is why Jesus entered to their temple and disrupted their usury business.),Bijan Moeinian
732,5,63,Why do their rabbis and leaders do not forbid them to say sinful words and devour unlawful things? What a miserable record they are preparing for themselves.,Bijan Moeinian
733,5,64,"The Jews say: ""God has become stingy (and does not shower us with His blessing anymore!)"" They do not realize that their miserable situation is due to the fact that God has cursed them [for what they have done (such as killing God’s Prophets), what they were doing during the advent of Islam and what they are doing in our time in Palestine] as God is the most generous. As a matter of fact, the message with is sent to you has increased the rebellion and disbelief of many of them. Therefore, I have cast animosity among them which will last till the Day of Resurrection. Rest assured that anytime that they ignite the flame of war, God will turn it off. They roam the earth spreading the evil (such as the practice of usury;) God dislikes the evil doers.",Bijan Moeinian
734,5,65,"If [instead of this unreasonable rebellion] the people of the Scriptures believe in and respect Me, I will cover their sins and admit them into the gardens of Paradise.",Bijan Moeinian
735,5,66,"Had they respected Torah and Gospel and other Books sent to them by the Lord, God would have showered them with His blessings from the above and beneath the earth [see LEVITICUS & DEUTERONOMY 28. ] Though some of them are righteous, the majority of them are wrongdoers.",Bijan Moeinian
736,5,67,"O’ Prophet (Mohammad) deliver what is revealed to you from your Lord. If you do not do this, you have not accomplished your mission. God will protect you from the people (therefore, do not have any fear in delivering the Lord’s Message.] God will not guide those who choose to disbelieve [therefore, do not be disappointed when you see that the Message is not penetrating them.]",Bijan Moeinian
737,5,68,"Say: ""O people of the Scriptures, your only way to success is to follow the [original] Torah, the Gospel and the other Books which God has sent to you [which, by the way, are the same teachings that you will find in Qur’an and, therefore, there will not be any question of “changing"" your religion but instead following it in the most proper manner. ]” However, these revelations (Qur’an) will instead increase the rebellion and the disbelief of many of them [as they do not keep an open mind.] It is not, therefore, worth it for you to feel sorry for the disbelievers [as they have made a conscious choice.]",Bijan Moeinian
738,5,69,"As to those who choose to believe and those Jews, Sabeyin/ Mandiyin (who follow Prophet John, the Baptist,) and Christians who: believe in the Lord, believe in the Last Day and do good deeds, have nothing to fear and will not be sorry.",Bijan Moeinian
739,5,70,"I took a solemn covenant from the children of Israel and sent many Prophets to them. Unfortunately, whenever a Prophet came to them, forbidding their lustful desires, they turned away from them or (even worse) killed them [e.g. John the Baptist and Zakariah.]",Bijan Moeinian
740,5,71,They were such deaf and blind that they did not even thought about the consequences of their wrongdoings. I forgave them for their wrongdoings but most of them went back to their old routines becoming deaf and blind again. God has been watching over what they have been doing.,Bijan Moeinian
741,5,72,"Those who say that Messiah, son of Mary, is God [re-incarnated] have indeed committed blasphemy.",Bijan Moeinian
742,5,73,"Those who [believe in trinity and] say: ""God is one of the three"", have indeed committed blasphemy. Indeed there is no deity other than God [Mark 12-32.] If these people do not stop saying such nonsense, they will be subject to an awful punishment.",Bijan Moeinian
743,5,74,"There is no reason why they should not return back to God and ask for forgiveness. They will then find God, the Most Forgiving and the Most Compassionate.",Bijan Moeinian
744,5,75,"Messiah, son of Mary was no more than a Prophet. Many Prophets like him came and gone. His mother was a righteous woman. they both ate food [as they were humans.] See how I clearly make my point and note how they still resent the truth.",Bijan Moeinian
745,5,76,"Say to them: ""Do you worship a person other than God [Jesus, Mary or other idols] who can neither harm you or benefit you?"" It is only God Who Hears [your pleadings] and Knows everything [you do. ]",Bijan Moeinian
746,5,77,"Say: ""O’ people of the Book, do not falsify the truth in your religion and do not follow the same wrong path that the lustful ones before you paved and took so many believers with them too. """,Bijan Moeinian
747,5,78,"As to those children of Israel who chose to disbelieve, they are already cursed by [Prophet] David and [Prophet] Jesus, son of Mary in account of their rebellion and sinful acts.",Bijan Moeinian
748,5,79,"They would not forbid each other of wrongdoings; what an evil way of life they had chosen [this indicates that encouraging the righteousness and forbidding the wrongdoings was a part of ""original"" Judeo-Christianity as it is one of the main pillars of Islam. ]",Bijan Moeinian
749,5,80,You would see many of them take the side of the disbelievers. It is an evil end to which their soul has guided them as they have angered God and will suffer [in the Hell] forever.,Bijan Moeinian
750,5,81,"Had they believed in God and the Prophet (Mohammad) and in what was revealed to him (Qur’an), they would have never allied themselves with the disbelievers [after all, what kind of believer in God allies himself with the disbelievers against the Muslims who believe in God?] The fact of the matter is, many of them have become corrupt.",Bijan Moeinian
751,5,82,"You will find that the most hostile enemies of Islam are the Jews and the idol worshippers! As to those who call themselves ""Christians"", they are friendlier in account of their lack of [false] pride, the institution of the monastery and the existence of pious scholars among them.",Bijan Moeinian
752,5,83,"When the latter hear what is revealed to the Prophet (Mohammad), you will see tear in their eyes as they recognize the words of God (which are the same they are accustomed to recite. ) they will then say: ""Lord, we believe. Please consider us among those who bear witness [to your greatness.]""",Bijan Moeinian
753,5,84,"They are the one who say: ""Why should we not believe in God and accept the truth that has come to us, when we are looking forward that God consider us among the righteous ones?""",Bijan Moeinian
754,5,85,"Indeed for these expressions of theirs, God has rewarded them with the Gardens underneath the canals flow; they will live there forever as this is the reward of the graceful people.",Bijan Moeinian
755,5,86,"As to those who choose to disbelieve and deny My Words, they have earned the Hellfire.",Bijan Moeinian
756,5,87,"O’ Believers, do not prohibit the pure things that God has made lawful for you [and do not live like Hindu friars or the Christian monks who have forbidden for themselves lawful food, sex, etc. ] and do not go beyond the limits [prescribed by the Lord] as God does not like those who are extravagant [and walk in either direction of disbelief or too much exaggeration in the religion.]",Bijan Moeinian
757,5,88,"Eat and enjoy the pure and lawful things that God has provided for you and keep God with the utmost respect in mind, if you are the believers.",Bijan Moeinian
758,5,89,"God does not hold you responsible for ""unintentional"" oaths [such as swearing that you will not eat such and such lawful food, not sleep anymore with your wives, etc. ] The Lord, however, will hold you responsible for your “intentional” oaths [such as swearing by God that you will do such and such thing for such and such person.] If you break a solemn oath, you have to feed ten poor person with the same food that you eat usually, to give them clothes or (if you cannot afford none of the above) three days of fasting. These hardships are imposed upon you so that you take your oaths seriously. God thus makes His Commandments plain to you so that you may show gratitude [for having laws for every situation and know what your responsibilities are.]",Bijan Moeinian
759,5,90,"O’ Believers, intoxicating beverages, gambling, the altars of the idols and their superstitious acts are disgusting things suggested by Satan. Avoid these acts so that you may attain the success.",Bijan Moeinian
760,5,91,"As a matter of fact, Satan wants to create animosity among you through drinking and gambling. He wants to prevent you from the remembrance of God and worshipping Him in this manner. Will you not, then, avoid these things?",Bijan Moeinian
761,5,92,"Obey God and His Prophet. If you chose the disobedience, know that the only mission of the Prophet has been to plainly deliver My Message to you [the choice is yours then: Heaven or the Hell.]",Bijan Moeinian
762,5,93,"The righteous ones who have chosen to believe, will not be held responsible for unlawful foods that they had eaten in the past, provided that they refrain from those unlawful things, be faithful, do good deeds and do not do forbidden things and believe in the Divine law. They should keep the Lord with the utmost respect in mind and adopt the righteous attitude as God loves such graceful people.",Bijan Moeinian
763,5,94,"O’ Believers, God is going to put you through a hard trial. In order to make it known to you who respects the ""Invisible"" Lord’s Commandments, [during the pilgrimage, in which hunting is prohibited] you will see all kind of animals come so close to you that you can easily hunt them. Those who do not respect the Lord’s order [especially] after this plain warning, should expect a painful punishment.",Bijan Moeinian
764,5,95,"O’ Believers, do not hunt while you set forth to the pilgrimage [of Mecca. ] If anyone fails to obey this order, he should send either an offering to Mecca, feeding some poor people or fast; all these will be decided by two just men among you. This is a hardship to remind the guilty one of the evil work [of not obeying the Lord] that he has committed. God has already forgiven your past actions, but if anyone repeats the same, God will punish the sinner as He is the Most Serious when it comes to the punishment.",Bijan Moeinian
765,5,96,"Catching sea food is an exception (as people in the ship may not have access to any other food. ) You may eat the caught sea food or take it with you for the later consumption. Hunting the animals in land, however, has been prohibited for you as long as you are in the pilgrimage cloth. Do not disobey the Lord that you will all stand in front of in the Day of Resurrection.",Bijan Moeinian
766,5,97,"God has appointed Kaaba (the oldest house of worship, built by Abraham in Mecca) as a sacred place of adoring the Lord and a peaceful place for the people. The sacred months and the animals dedicated to the sacrifice, which are marked by the garlands (so that people do not steal or harm them), too should be respected (so that people gather together in peace worshipping the Lord, increasing their brotherhood.) This is decided so that you [yourself think about the Wisdom of the Lord who provides a peaceful international gathering of millions of believers and] realize that the Lord knows anything that happens in the heavens and the earth and that God is the Most Knowledgeable.",Bijan Moeinian
767,5,98,Beware that God is the Most Serious when it comes to the punishment and that [at the same time] He is the Most Understanding and the Most Forgiving.,Bijan Moeinian
768,5,99,"As to the Prophet, his only mission is to deliver the Message; [now it is your choice to follow the Message or to deny it and do not forget that] God knows whatever you reveal in public and anything that you keep as a secret.",Bijan Moeinian
