sıra,sure,ayet,metin,hoca
1546,11,73,"Dediler ki: &quot;Allah'ın emrine mi şaşıyorsun? Allah'ın rahmeti ve bereketleri üzerinizdedir ey ev halkı! O Hamid'dir, Mecid'dir.&quot; ",Mustafa Öztürk
1547,11,74,"Ibrahim'den korku gidip yerine müjde gelince, Lut kavmi hakkında bizimle tartışır oldu. ",Mustafa Öztürk
1548,11,75,"Ibrahim, gerçekten yufka yürekli bir insandı; herkes için ah eder, içini çekerdi, yalvarıp yakarırdı. ",Mustafa Öztürk
1549,11,76,&quot;Ey Ibrahim! Bu halinden vazgeç. Rabbinin emri gelmiştir. Geri çevrilemez bir azap onların enselerine binecektir.&quot; ,Mustafa Öztürk
1550,11,77,"Elçilerimiz Lut'a geldiğinde onlar için kaygılanmış, göğsü daralmış da şöyle demişti: &quot;Bu, zorlu bir gün!&quot; ",Mustafa Öztürk
1551,11,78,Lut'un kavmi koşarak onun yanına geldi. Bunlar daha önce de kötülükler yapmışlardı. Lut dedi ki: &quot;Ey toplumum! Işte şunlar kızlarım. Onlar sizin için daha tem,Mustafa Öztürk
1552,11,79,Dediler ki: &quot;Senin kızlarında hakkımız olmadığını çok iyi biliyorsun. Ne istediğimizi de çok iyi biliyorsun.&quot; ,Mustafa Öztürk
1553,11,80,"Dedi: &quot;Ah, size karşı koyacak bir gücüm olsaydı yahut sağlam bir kaleye sığınabilseydim.&quot; ",Mustafa Öztürk
1554,11,81,"Melekler dediler: &quot;Biz senin Rabbinin elçileriyiz. Sana asla el süremezler. Gecenin bir yerinde aileni götür. Içinizden hiç kimse geri kalmasın; karın müstesna. O, ötekilere çatan ",Mustafa Öztürk
1555,11,82,"Nihayet emrimiz gelince, oranın üstünü altına getirdik. Ve üzerlerine, pişirilmiş çamurdan yapılıp istif edilmiş taş yağdırdık. ",Mustafa Öztürk
1556,11,83,Rabbin katında damgalanmış taşlar. Zalimlerden çok uzak değildir bu. ,Mustafa Öztürk
1557,11,84,"Medyen'e, kardeşleri Şuayb'ı göndermiştik. Dedi ki: &quot;Ey toplumum! Allah'a kulluk edin. O'ndan başka tanrınız yok sizin. Eksik ölçüp yanlış tartmay&#x13",Mustafa Öztürk
1558,11,85,&quot;Ey toplumum! Ölçüyü ve tartıyı tam bir dürüstlükle yapın. Insanların eşyalarını tırtıklamayın. Yeryüzünde bozgunculuk yaparak dolaş,Mustafa Öztürk
1559,11,86,"&quot;Eğer inananlar iseniz, Allah'ın bıraktığı kar sizin için daha hayırlıdır. Ben sizin üzerinizde bir bekçi değilim.&quot; ",Mustafa Öztürk
1560,11,87,"Dediler ki: &quot;Ey Şuayb! Namazın mı emrediyor sana, atalarımızın tapar olduğunu terk etmemizi yahut mallarımızda dilediğimiz gibi davranmaktan vazgeçmemizi? Esasında sen; ger&ccedi",Mustafa Öztürk
1561,11,88,"Dedi: &quot;Ey toplumum! Ya ben Rabbimden bir beyyine üzerindeysem, bana lütfundan güzel bir rızık vermişse!... Size yasakladığım şeylerde, size söylediğimin aksine davranmak istemiyorum. ",Mustafa Öztürk
1562,11,89,"&quot;Ey toplumum! Bana kafa tutmanız, sakın sizi Nuh kavminin yahut Hud kavminin yahut Salih kavminin başlarına gelen musibetle yüzyüze getirmesin. Lut kavmi de sizden pek uzak değil.&quot; ",Mustafa Öztürk
1563,11,90,"&quot;Rabbinizden af dileyip O'na yönelin. Rabbim Rahim'dir, rahmeti sınırsızdır; Vedud'dur, çok sevgilidir.&quot; ",Mustafa Öztürk
1564,11,91,"Dediler ki: &quot;Ey Şuayb! Söylediklerinin birçoğunu anlamıyoruz. Ve biz seni aramızda zayıf bir adam olarak görüyoruz. Hani kabilen olmasa, kafanı taşla ezivereceğiz. Senin bize kar&#x",Mustafa Öztürk
1565,11,92,"Dedi: &quot;Ey toplumum! Sizce kabilem Allah'tan daha mı güçlü ve onurlu? Allah'ı arkanıza atıp dışlanmış hale getirdiniz. Rabbim, yapıp ettiklerinizi çepeçevr",Mustafa Öztürk
1566,11,93,"&quot;Ey toplumum! Elinizden geleni yapın, ben görevimi yapıyorum. Yakında bileceksiniz rezil edici bir azabın kime geleceğini, yalancının kim olduğunu! Gözetleyin, ben de sizinle beraber gözet",Mustafa Öztürk
1567,11,94,Emrimiz gelince Şuayb'ı ve onunla birlikte iman edenleri bizden bir rahmetle kurtardık. Zulmedenleri o yüksek titreşimli sayha yakaladı da öz yurtlarında yere çömelmiş hale geldiler. ,Mustafa Öztürk
1568,11,95,"Sanki hiç yurt tutmamışlardı orada. Bakıp görün ki, Medyen de tıpkı Semud gibi, dönüşü olmayan bir gidişle gitti. ",Mustafa Öztürk
1569,11,96,"Andolsun, Musa'yı da ayetlerimizle ve açık bir kanıtla gönderdik; ",Mustafa Öztürk
1570,11,97,"Firavun'a ve kodamanlarına. Ama onlar Firavun'un emrine uydular. Oysaki, Firavun'un emri doğruya ve güzele ulaştırmıyordu. ",Mustafa Öztürk
1571,11,98,Kıyamet günü kavmine önderlik eder. Işte onları suya götürür gibi ateşe götürdü. Ne kötü varış yeridir o götürüldükleri yer! ,Mustafa Öztürk
1572,11,99,Peşlerine lanet takılmıştır: Hem burada hem kıyamet gününde. Ne kötü destektir o arkalarına takılmış olan! ,Mustafa Öztürk
1573,11,100,"Işte bunlar o kentlerin/medeniyetlerin haberlerinden bir kısmı, anlatıyoruz sana. Kimi hala ayakta onların, kimi kökünden biçilip gitmiştir. ",Mustafa Öztürk
1574,11,101,"Onlara biz zulmetmedik. Ama onlar kendilerine zulmettiler. Rabbinin emri geldiğinde, Allah'ı bırakıp da yakardıkları ilahları kendilerine hiçbir yarar sağlamadı. Ilahları onlar&",Mustafa Öztürk
1575,11,102,"Rabbin zulme sapan kentleri/medeniyetleri çarptığı zaman, işte böyle çarpar. O'nun çarpması gerçekten korkunçtur, şiddetlidir. ",Mustafa Öztürk
1576,11,103,"Ahiret azabından korkan için bunda elbette ki bir ibret vardır. O, insanları biraraya getiren bir gündür. Görülesi bir gündür o! ",Mustafa Öztürk
1577,11,104,"Biz onu, sadece belirli bir süre için erteliyoruz. ",Mustafa Öztürk
1578,11,105,"O geldiği gün hiçbir benlik, O'nun izni olmadan söz söylemez. Onların bir kısmı bahtsız, bir kısmı mutludur. ",Mustafa Öztürk
1579,11,106,Bahsızlığa düşenler ateş içindedir. Çok ızdıraplı bir soluyuş ve hıçkırışları vardır orada. ,Mustafa Öztürk
1580,11,107,"Rabbinin dilemesi hariç, gökler ve yer durdukça onlar orada hep kalacaklardır.Rabbin, dilediğini öyle bir yerine getirir ki!... ",Mustafa Öztürk
1581,11,108,"Mutluluğa erdirilenlere gelince, onlar cennettedirler. Rabbinin dilemesi hariç, gökler ve yer durdukça onlar, hep orada kalacaklardır. Kesintisiz bir lütuf olarak... ",Mustafa Öztürk
1582,11,109,"Şunların kulluk etmekte oldukları şeyler yüzünden bir kuşku içine girme. Daha önce atalarının kulluk ettikleri gibi kulluk ediyorlar, hepsi bu. Biz onların da nasiplerini hiç eksi",Mustafa Öztürk
1583,11,110,"Andolsun, Musa'ya Kitap'ı verdik de onda da ihtilafa düşüldü. Rabbinden bir kelime, önceden gelmiş olmasaydı, aralarında iş mutlaka bitirilirdi. Onlar bunun hakkında, kafaları ",Mustafa Öztürk
1584,11,111,"Hiç kuşkusuz, Rabbin hepsinin amellerinin karşılığını tam tamına kendilerine verecektir. O, onların yapmakta olduklarından haberdadır. ",Mustafa Öztürk
1585,11,112,"O halde sen, emrolunduğu gibi dosdoğru yürü. Seninle birlikte tövbe edenler de... Sakın aşırılık edip azmayın. O, yapmakta olduklarınızı göruyor. ",Mustafa Öztürk
1586,11,113,"Zulmedenlere eğilim göstremeyin. Yoksa ateş sizi sarmalar. Allah'tan başka dostlarınız kalmaz, size yardım da edilmez. ",Mustafa Öztürk
1587,11,114,"Gündüzün iki tarafınmda ve geceye yakın saatlerde namaz kıl. Güzellikler kötülükleri silip süpürür. Işte bu, Allah'ı ananlara bir öğüttür. ",Mustafa Öztürk
1588,11,115,"Sabret! Allah, güzel düşünüp güzel davrananların ödülünü yitirmez. ",Mustafa Öztürk
1589,11,116,"Sizden önceki kuşakların söz ve eser sahibi olanları, yeryüzünde bozgunculuktan alı koymalı değiller miydi? Ama içlerinden kurtarmış olduklarımızın az bir kı",Mustafa Öztürk
1590,11,117,"Halkı iyilik ve barış sevenler olsaydı, Rabbin o kentleri/medeniyetleri zulümle helak edecek değildi ya! ",Mustafa Öztürk
1591,11,118,Eğer Rabbin dileseydi insanları bir tek ümmet yapardı. Ama birbiriyle tartışmaya devam edeceklerdir. ,Mustafa Öztürk
1592,11,119,"Rabbinin rahmet ettikleri müstesna. O, onları işte bunun için yaratmıştır. Rabbinin, &quot;andolsun ben cehennemi, tümden insanlar ve cinlerle dolduracağım&quot; sözü tamamlanacaktı",Mustafa Öztürk
1593,11,120,"Resullerin haberlerinden, kendisiyle kalbini destekleyip sağlamlaştıracağımız herşeyi sana anlatıyoruz. Bunun içinde sana hak gelmiştir. Bunda, inananlar için bir öğüt ve h",Mustafa Öztürk
1594,11,121,"Inanmayanlara de ki: &quot;Yapabildiğinizi yapın, biz de işimizi yapıyoruz.&quot; ",Mustafa Öztürk
1595,11,122,"&quot;Bekleyin, biz de bekliyoruz.&quot; ",Mustafa Öztürk
1596,11,123,"Göklerin ve yerin gizli bilgileri Allah'a aittir. Tüm iş ve oluş O'na döndürülür. O halde O'na kulluk et, O'na dayanıp güven. Rabbin, yapmakta olduklarınızdan habersiz",Mustafa Öztürk
1597,12,1,"Elif, Lam, Ra. O apaçık, apaydınlık Kitap'ın ayetleridir bunlar. ",Mustafa Öztürk
1598,12,2,"Biz onu sana, aklınızı çalıştırasınız diye, Arapça bir Kur'an olarak indirdik. ",Mustafa Öztürk
1599,12,3,"Biz bu Kur'an'ı sana vahyederek, hikayelerin en güzelini anlatıyoruz. Oysaki sen, bundan önce bunlardan tamamen habersiz olanlardandın. ",Mustafa Öztürk
1600,12,4,"Bir vakit Yusuf babasına şöyle demişti: &quot;Babacığım, ben rüyada onbir yıldızla, güneşi ve ayı gördüm; onları bana secde ediyorlar gördüm.&quot; ",Mustafa Öztürk
1601,12,5,"&quot;Yavrucuğum, dedi, rüyanı kardeşlerine anlatma; sonra sana bir oyun oynarlar. Hiç kuşkusuz, şeytan, insan için açık bir düşmandır.&quot; ",Mustafa Öztürk
1602,12,6,"Işte böyle! Rabbin seni seçip yüceltecek, olayların ve sözlerin tevilinden, sana birşeyler öğretecek, hem senin hem Yakub soyunun üzerinde nimetini tamamlayacaktır. Tıpkı bunda",Mustafa Öztürk
1603,12,7,"Yemin olsun ki, Yusuf ve kardeşlerinde istek ve arayış içinde olanlar için ibretler/işaretler vardır. ",Mustafa Öztürk
1604,12,8,"O vakit onlar şöyle demişlerdi: &quot;Yusuf ve kardeşi, babamıza bizden daha sevimli, bu bir gerçek. Ama biz de birbirini her hal ve şartta destekleyen bir ekibiz. Şu da kuşkusuz ki, bizim babamız",Mustafa Öztürk
1605,12,9,"&quot;Yusuf'u öldürün yahut bir yere götürüp atın ki, babanızın ilgisi yalnız size yönelsin ve bunun ardından barışçıl ve hayırsever bir topluluk haline g",Mustafa Öztürk
1606,12,10,Içlerinden söz alan biri şöyle konuştu: &quot;Yusuf'u öldürmeyin. Onu bir kuyunun dibine bırakın; gelip geçen kafilelerden biri onu bulup alır. Yapacaksanız böyle yap&#x,Mustafa Öztürk
1607,12,11,"Dediler ki: &quot;Ey babamız, ne oluyor da Yusuf konusunda bize güvenmiyorsun. Oysaki biz ona hep öğüt vermekteyiz.&quot; ",Mustafa Öztürk
1608,12,12,"&quot;Yarın onu bizimle gönder, gezip oynasın. Kuşkun olmasın biz onu çok güzel korur, gözetiriz.&quot; ",Mustafa Öztürk
1609,12,13,Dedi ki: &quot;Onu götürmeniz beni çok çok üzer. Ve korkarım ki siz ondan habersiz bir haldeyken onu kurt yer.&quot; ,Mustafa Öztürk
1610,12,14,"Dediler ki: &quot;Vallahi biz böylesine dayanışma içinde bir ekipken onu kurt yerse, o takdirde biz hüsrana uğrayan kişiler oluruz.&quot; ",Mustafa Öztürk
1611,12,15,"Onu götürüp kuyunun dibine koymaya karar verdiklerinde biz de ona şöyle vahyettik: Andolsun ki sen onlara, şu yaptıklarını hiç farkında olmayacakları bir sırada haber vereceksin. ",Mustafa Öztürk
1612,12,16,Yatsı vakti babalarına geldiler; ağlıyorlardı. ,Mustafa Öztürk
1613,12,17,"&quot;Ey babamız, dediler, gittik, yarışıyorduk; Yusuf'u eşyamızın yanında bırakmıştık, kurt onu yemiş. Şimdi biz doğru da söylesek sen bize inanmayacaks&#",Mustafa Öztürk
1614,12,18,"Yusuf'un gömleği üstüne sahte bir kan çalmışlardı, getirdiler. Babaları dedi ki: &quot;Iş, söylediğiniz gibi değil. Nefisleriniz sizi aldatıp bir işe itmi&#x",Mustafa Öztürk
1615,12,19,Bir yolcu kafilesi gelmişti. Sucularını gönderdiler. O da kovasını sarkıttı. &quot;Müjde! Bu bir oğlan!&quot; diye haykırdı. Ticaret maksadıyla onu sakladılar. Allah ne yapt&,Mustafa Öztürk
1616,12,20,"Onu basit bir karşılıkla, birkaç paraya sattılar. Ona fazla rağbet gösterenler değillerdi. ",Mustafa Öztürk
1617,12,21,"Onu satın alan Mısırlı, karısına şöyle dedi: &quot;Ona iyi bak, kendisine güzel bir yer hazırla. Bize yararı dokunabilir. Belki de evlat ediniriz onu.&quot; Işte bu şekilde b",Mustafa Öztürk
1618,12,22,Yusuf gerekli olgunluğa ulaşınca ona hükmetme yeteneği ve ilim verdik. Güzel düşünüp güzel davrananları biz işte böyle ödüllendiririz. ,Mustafa Öztürk
1619,12,23,"Yusuf'un, evinde kaldığı kadın, onun nefsinden gönlünü tatmin etmek istedi. Kapıları kilitledi, &quot;hadi gel&quot; dedi. Yusuf: &quot;Allah'a sığınırım, Rabbim b",Mustafa Öztürk
1620,12,24,"Andolsun, kadın onu arzulamıştı. Eğer Rabbinin gerçeğe dikkat çeken delilini görmeseydi, o da onu arzulamıştı. Biz böylece ondan, kötülüğü ve fuhş",Mustafa Öztürk
1621,12,25,Ikisi birden kapıya koştular. Kadın onun gömleğini arkadan yırttı. Kapının yanında kadının beyi ile yüzyüze geldiler. Kadın seslendi: &quot;Senin ailene köt&u,Mustafa Öztürk
1622,12,26,"Yusuf dedi ki: &quot;O, gönlünü eğlendirmek için beni kullanmak istedi.&quot; Kadının ailesinden bir tanık da şu yolda tanıklık etti: &quot;Eğer erkeğin gömleği önd",Mustafa Öztürk
1623,12,27,"Eğer erkeğin gömleği arkadan yırtılmışsa kadın yalan söylemiştir. Bu durumda erkek, doğru sözlülerdendir.&quot; ",Mustafa Öztürk
1624,12,28,Gömleğin arkadan yırtılmış olduğunu görünce şöyle konuştu: &quot;Bu sizin tuzaklarınızdandır. Sizin tuzaklarınız gerçekten çok yamandır.&q,Mustafa Öztürk
1625,12,29,"&quot;Yusuf, sakın bundan bahsetme. Kadın, sen de günahının affını dile. Sen, gerçekten günahkarlardan oldun.&quot; ",Mustafa Öztürk
1626,12,30,Şehirde bazı kadınlar şöyle konuştular: &quot;Aziz'in karısı genç uşağının nefsinden gönlünü eğlendirmek istemiş. Aşktan yüreğin,Mustafa Öztürk
1627,12,31,"Kadın onların oyunlarını işitince, onlara haber gönderdi. Kendilerine, yaslanarak yiyebilecekleri bir sofra hazırladı ve her birine bir bıçak verdi. Yusuf'a: &quot;Karşılar&#x131",Mustafa Öztürk
1628,12,32,"Kadın dedi ki: &quot;Işte budur o, hakkında beni kınadığınız. Vallahi, ben onunla gönlümü eğlendirmek istedim de o masum bir tavırla bundan çekindi. Ama, eğer ken",Mustafa Öztürk
1629,12,33,Yusuf dedi. &quot;Rabbim! Zından benim için bunların beni çağırdığı şeyden daha sevimlidir. Eğer onların oyununu benden uzak tutmazsan onlara meyleder de cahillerden olurum.&quot; ,Mustafa Öztürk
1630,12,34,"Rabbi onun duasını kabul etti de kadınların tuzaklarını ondan uzaklaştırdı. Herşeyi duyar O, herşeyi bilir. ",Mustafa Öztürk
1631,12,35,Bunca delili gördükten sonra bile Yusuf'u bir süreye kadar zındana tıkmaları kararı onlara egemen oldu. ,Mustafa Öztürk
1632,12,36,"Onunla birlikte zındana iki genç daha girmişti. Bir tanesi dedi ki: &quot;Rüyada gördüm, şarap sıkıyordum.&quot; Öteki de şöyle dedi: &quot;Ben de gördüm ki, başım&#x",Mustafa Öztürk
1633,12,37,"Yusuf dedi ki: &quot;Rızıklanacağınız herhangi bir yemek size gelmeden önce onun yorumunu ikinize mutlaka bildiririm.&quot; Bu, Rabbimin bana öğrettiği şeylerdendir. Ben, Allah'a inanmayan ve ",Mustafa Öztürk
1634,12,38,"&quot;Ve atalarım Ibrahim'in, Ishak'ın Yakub'un milletine uydum. Bizim herhangi birşeyi Allah'a ortak tutmamız söz konusu olamaz. Işte bu, Allah'ın bize ve diğer",Mustafa Öztürk
1635,12,39,"&quot;Ey benim zından arkadaşlarım! Parçalara bölünüp fırkalaşmış rabler mi daha hayırlıdır, Vahid ve Kahhar olan Allah mı?&quot; ",Mustafa Öztürk
1636,12,40,"&quot;O'nun yanında nelere kulluk ediyorsunuz? Sadece bir takım isimlere ki, adlarını siz ve atalarınız koymuştur. Onlar hakkında Allah, hiçbir kanıt indirmemiştir. Hüküm ya",Mustafa Öztürk
1637,12,41,&quot;Ey benim zından arkadaşlarım! Rüyanıza gelince: Bir taneniz rab edindiğiniz kişiye şarap sunacak. Ötekiniz ise asılacak da kuşlar başından yiyecek. Hakkında fetva sordu,Mustafa Öztürk
1638,12,42,"Yusuf o iki kişiden, kurtulacağını düşündüğüne şöyle dedi: &quot;Rab edindiğin kişi yanında beni an.&quot; Ama şeytan o adama, rab edindiği kişiye hat&#x",Mustafa Öztürk
1639,12,43,"Kral dedi ki: &quot;Düşümde yedi semiz inek görüyorum. Bunları yedi cılız inek yiyor. Ayrıca yedi yeşil başak, yedi de kuru başak görüyorum. Ey bendelerim! Eğer rüya t",Mustafa Öztürk
1640,12,44,"Dediler ki: &quot;Bunlar, demet demet hayallerden ibarettir. Biz, hayal ve kuruntuların yorumunu bilenler değiliz.&quot; ",Mustafa Öztürk
1641,12,45,"Zındandaki iki adamdan kurtulanı, uzun bir zamandan sonra eskiyi hatırladı da şöyle dedi: &quot;Onun yorumunu size ben haber veririm. Siz beni zındana gönderin.&quot; ",Mustafa Öztürk
1642,12,46,"suf, ey özü-sözü doğru insan! Şu rüyayı yorumla bize. Yedi semiz inek var, yedi cılız inek bunları yiyor; yedi yeşil başak, bir yedi tane de kuru başak. Umarım buradan ins",Mustafa Öztürk
1643,12,47,"Yusuf dedi: &quot;Alışılageldiği şekliyle yedi yıl ekin ekeceksiniz. Biçtiklerinizden yiyecek kadar az bir miktar alır, gerisini başağında bırakırsınız.&quot; ",Mustafa Öztürk
1644,12,48,"&quot;Bunun ardından yedi kurak yıl gelecek. Bu yıllar, sakıyabileceğiniz bir miktar ekin hariç, önceden biriktirdiklerinizi yiyip tüketecek.&quot; ",Mustafa Öztürk
1645,12,49,"&quot;Bunun arkasından bir yıl gelecek ki, halk onda bol yağmura kavuşup rahat edecek; meyve suyu sıkıp süt sağacaklar.&quot; ",Mustafa Öztürk
1646,12,50,"Kral: &quot;Bu yorumu yapanı bana getirin!&quot; dedi. Elçi kendisine gelince, Yusuf dedi ki: &quot;Kralına dön de sor bakalım, o ellerini kesen kadınların derdi neydi? Rabbim, o kadınların hilelerini &",Mustafa Öztürk
1647,12,51,"Kral dedi: &quot;Yusuf'un nefsinden murat almak istediğinizde, derdiniz neydi?&quot; Dediler ki: &quot;Allah şahit, biz onun hiçbir kötülüğünü bilmiyoruz.&quot; Aziz'in karısı dedi k",Mustafa Öztürk
1648,12,52,"&quot;Gerçeği söylüyorum ki, Yusuf, gıyabında ona hainlik etmediğimi, Allah'ın, hainlerin tuzağını başarıya ulaştırmayacağını bilsin.&quot; ",Mustafa Öztürk
1649,12,53,"&quot;Nefsimi ak-pak gösteremem. Çünkü nefs, Rabbimin merhamet ettiği durumlar hariç, olanca gücüyle kötülüğü emreder. Ama Rabbim çok affedici, çok esirgeyicidir.&quot; ",Mustafa Öztürk
1650,12,54,"Kral dedi ki: &quot;Onu bana getirin, kendime özel dost edineyim.&quot; Yusuf'la konuşunca da şöyle dedi: &quot;Artık bugün yanımızda mevkii olan, güvenilir bir dostsun.&quot; ",Mustafa Öztürk
1651,12,55,Yusuf dedi ki: &quot;Beni ülke hazinelerine bakan yap. Ben iyi bir koruyucuyum; bilgiliyim.&quot; ,Mustafa Öztürk
1652,12,56,"Işte böylece biz Yusuf'a yeryüzünde imkan ve mevki verdik. Ülkede, istediği yerde konaklayabiliyordu. Biz dilediğimiz kimseye rahmetimizi ulaştırırız; güzel düşü",Mustafa Öztürk
1653,12,57,Iman edip takvaya sarılanlar için ahiretteki ödül elbette daha değerlidir. ,Mustafa Öztürk
1654,12,58,"Nihayet Yusuf'un kardeşleri çıkageldiler; Yusuf'un yanına girdiler, o onları tanıdı. Ama onlar onu tanıyamıyorlardı. ",Mustafa Öztürk
1655,12,59,"Onların yüklerini hazırlatıp bağlatınca şöyle konuştu: &quot;Sizin, aynı babadan bir kardeşiniz var, onu bana getirin. Görüyorsunuz, ben ölçüyü titizlikle yerin",Mustafa Öztürk
1656,12,60,"&quot;Eğer onu bana getiremezseniz, artık yanımda sizin için ölçülecek birşey yok, bir daha bana yaklaşmayın.&quot; ",Mustafa Öztürk
1657,12,61,"Dediler: &quot;Onu babasından isteyip getirmeye çalışacağız, herhalde bunu yapacağız da.&quot; ",Mustafa Öztürk
1658,12,62,Yusuf muhafızlarına dedi ki: &quot;Onların sermayelerini yüklerinin içine koyun. Bakarsın ailelerini döndüklerinde onu fark eder de tekrar gelirler.&quot; ,Mustafa Öztürk
1659,12,63,"Babalarına döndüklerinde dediler ki: &quot;Ey babamız! Ölçü bizden yasaklandı.Şimdi kardeşimizi bizimle gönder ki, ölçüp alabilelim.Biz onu gerçekten iyi koruyacağ&",Mustafa Öztürk
1660,12,64,"Dedi: &quot;Daha önce kardeşi için güvendiğim gibi yine güveneyim size, değil mi? Her neyse, koruyucu olarak Allah'tır en hayırlı olan. Merhamet edenlerin en merhametlisi de O'dur.&quot;",Mustafa Öztürk
1661,12,65,"Yüklerini açtıklarında sermayelerini buldular; onlara geri verilmişti. &quot;Ey babamız, dediler, daha ne istiyoruz! Işte sermayemiz, bize geri verilmiş. Ailemize yeniden yiyecek alırız. Kar",Mustafa Öztürk
1662,12,66,"Yakub dedi: &quot;Hepinizin çepeçevre kuşatılması müstesna, onu bana mutlaka getireceğinize dair Allah'tan bir garanti vermedikçe, onu sizinle asla göndermem.&quot; Kardeşler ona garanti ve",Mustafa Öztürk
1663,12,67,"Yakub şunu da söyledi: &quot;Oğullarım, bir tek kapıdan girmeyin, ayrı ayrı kapılardan girin. Gerçi ben, Allah'ın takdir ettiği bir şeyi sizden savamam, hüküm yaln&#x13",Mustafa Öztürk
1664,12,68,"Babalarının emrettiği yerlerden kente girdiklerinde, bu onlardan Allah'ın herhangi bir takdirini uzak tutmamıştı; sadece Yakub'un içindeki bir isteği gerçekleştirmişti. Y",Mustafa Öztürk
1665,12,69,"Kardeşler Yusuf'un yanına girdiklerinde, Yusuf öz kardeşini yanına çekip dedi: &quot;Şu bir gerçek ki, ben senin kardeşinim. Onların yapıp ettiklerine üzülme.&quot; ",Mustafa Öztürk
1666,12,70,"Yusuf, kardeşlerinin yüklerini hazırlatırken su kabını öz kardeşinin yükü içine koydu. Sonra bir ünleyici şöyle haykırdı: &quot;Ey kafile, siz herhalde hırs&#x",Mustafa Öztürk
1667,12,71,Onlara dönüp şöyle dediler: &quot;Ne kaybettiniz?&quot; ,Mustafa Öztürk
1668,12,72,Dediler: &quot;Kralın su tasını kaybettik. Onu getirene bir deve yükü ödül var. Kefili benim.&quot; ,Mustafa Öztürk
1669,12,73,"Kardeşler dediler: &quot;Vallahi, siz de iyi biliyorsunuz ki, biz bu toprağa bozgunculuk yapmak için gelmedik, hırsız da değiliz biz.&quot; ",Mustafa Öztürk
1670,12,74,"Sordular: &quot;Eger yalan söylüyorsanız, hırsızlığı yapanın cezası nedir?&quot; ",Mustafa Öztürk
1671,12,75,Kardeşler dedi: &quot;Cezası şu: Çalınan mal kimin yükünde çıkarsa sahibi çalınan mala karşılık olacaktır. Biz zalimleri böyle cezalandırıyoruz.&quo,Mustafa Öztürk
1672,12,76,"Bunun üzerine Yusuf öz kardeşinin heybesinden önce, öteki kardeşlerin heybelerini aramaya başladı. Nihayet su kabını, öz kardeşinin heybesinden çıkardı. Yusuf'a b&o",Mustafa Öztürk
1673,12,77,"Kardeşler dediler ki: &quot;Bu çaldı ya, bundan önce de onun kardeşi çalmıştı.&quot; Yusuf bunu içinde sakladı, onlara açıklamadı. Şöyle diyordu: &quot;K&ouml",Mustafa Öztürk
1674,12,78,Kardeşler dediler ki: &quot;Ey vezir! Bunun ihtiyar bir babası var. Onun yerine bizden birini alıkoy. Senin iyilikseverlerden olduğuna inanıyoruz.&quot; ,Mustafa Öztürk
1675,12,79,"&quot;Ne, dedi Yusuf, Allah korusun. Eşyamızı yükünde bulduğumuz adamdan başkasını tutamayız. Öyle birşey yaparsak zalimlerden oluruz.&quot; ",Mustafa Öztürk
1676,12,80,"Yusuf'tan ümidi kesince bir kenara çekilip tartışmaya başladılar. Büyükleri dedi ki: &quot;Babanızın sizden Allah adına garanti aldığını, daha önce Yusuf&pri",Mustafa Öztürk
1677,12,81,"Babanıza dönüp şöyle deyin: &quot;Ey babamız, oğlun hırsızlık etti. Biz sadece bildiğimize tanıklık ettik. Biz gaybı bilenler değiliz.&quot; ",Mustafa Öztürk
1678,12,82,"&quot;Içinde bulunduğumuz kente, beraberinde döndüğümüz kervana sor. Biz gerçeğin ta kendisini söylüyoruz.&quot; ",Mustafa Öztürk
1679,12,83,"Yakub dedi ki: &quot;Hayır, öyle değil, nefisleriniz sizi yine bir işe itmiş. Bana düşen yine güzel bir sabra sarılmak. Bakarsın Allah onların hepsini bana getirir. Çünkü Alim ",Mustafa Öztürk
1680,12,84,"Ve yüzünü onlardan öteye döndürdü de şöyle inledi: &quot;Ey Yusuf'a duyduğum gam, neredesin!&quot; Ve kederden gözlerine ak düştü. Durmadan yutkunuyordu. ",Mustafa Öztürk
1681,12,85,Dediler ki: &quot;Hala Yusuf'u anıp duruyorsun. Sonunda ya kederinden eriyeceksin yahut da helak olup gideceksin.&quot; ,Mustafa Öztürk
1682,12,86,"Dedi ki: &quot;Ben, içimi doldurup taşan özlemimi, kederimi Allah'a arz ederim. Ve Allah'ın yardımıyla sizin bilmediğiniz şeyleri bilirim.&quot; ",Mustafa Öztürk
1683,12,87,"&quot;Ey oğullarım! Gidin, artık Yusuf'u ve kardeşini bulmak için dikkat kesilin. Allah'ın rahmetinden de ümit kesmeyin, çünkü, Allah'ın rahmetinden, küfre sapanlar top",Mustafa Öztürk
1684,12,88,"Tekrar Yusuf'un yanına girdiklerinde şöyle dediler: &quot;Ey Vezir! Bize de ailemize de zorluk dokundu. Önemsiz bir sermaye ile geldik. Sen bize tam ölçü zahire ver, bize sadaka vermiş ol. Allah, kar&#x15F",Mustafa Öztürk
1685,12,89,"Dedi: &quot;O cahil zamanınızda Yusuf'a ve kardeşinize ne yaptığınızı biliyorsunuz, değil mi?&quot; ",Mustafa Öztürk
1686,12,90,"Dediler ki: &quot;Sen, yoksa sen Yusuf musun?&quot; &quot;Evet, dedi, ben Yusuf'um. Işte şu da kardeşim. Allah bize lütufta bulundu. Kim Allah'tan korkar, sabrederse Allah güzel düşünüp dav",Mustafa Öztürk
